Fish,Stimulus_dB,Blk00,Blk01,Blk02,Blk03,Blk04,Blk05,Blk06,Blk07,Blk08,Blk09,Blk10,Blk11,Blk12,Blk13,Blk14,Blk15,Blk16,Blk17,Blk18,Blk19,Blk20,Blk21,Blk22,Blk23,Blk24,Blk25,Blk26,Blk27,Blk28,Blk29,Blk30,Blk31,Blk32,Blk33,Blk34,Blk35,Blk36,Blk37,Blk38,Blk39,Blk40,Blk41,Blk42,Blk43,Blk44,Blk45,Blk46,Blk47,Blk48,Blk49,Blk50,Blk51,Blk52,Blk53,Blk54,Blk55,Blk56,Blk57,Blk58,Blk59,Blk60,Blk61,Blk62,Blk63,Blk64,Blk65
track_tld7_a000_00_e00000-f01,0,26.97938,24.43665,13.59086,26.42440,17.44425,25.43337,29.13750,34.11172,24.52926,22.26422,20.85322,22.15870,34.76851,23.31432,23.51803,41.26067,33.11487,31.88589,23.35868,24.91174,26.18209,26.20699,24.02866,27.02059,26.56530,8.04155,24.29402,30.60359,16.76860,32.22606,28.21121,16.97958,23.41971,23.81530,26.13684,28.85992,24.45378,21.69226,20.55305,6.15704,10.85069,21.38108,32.29073,27.37015,20.04812,26.98795,19.56840,5.23169,17.79260,23.59886,28.19242,23.92867,33.37223,20.67674,25.21940,55.06595,28.17087,26.56999,29.24328,19.37446,18.45107,29.52308,26.20496,37.02653,37.48322,32.39257
track_tld7_a000_00_e00000-f02,0,41.71418,21.86192,16.62174,27.10479,23.66409,33.49931,22.22713,29.25685,36.68525,28.76448,36.52189,28.38702,24.18008,25.24761,17.37459,8.41374,32.69855,26.04809,18.11347,37.03905,31.66628,38.04128,17.97460,15.91164,33.29032,16.73413,14.59481,10.79823,40.46125,23.40426,30.64993,32.62795,28.16904,24.84842,8.40037,21.84173,23.53456,24.18641,29.25051,15.20653,25.81947,22.38129,22.98361,23.88936,27.34616,21.50407,17.41121,26.68806,24.62570,23.09645,15.80081,29.19844,29.17818,37.88400,25.02145,24.44771,26.10547,27.87902,19.30330,29.90156,16.04914,23.23432,23.16240,22.81991,22.34301,38.91523
track_tld7_a000_00_e00000-f03,0,37.63296,28.65572,22.79579,13.10728,34.74623,21.55540,36.59023,24.27979,14.89076,22.17005,27.59715,24.22343,13.74833,28.60901,25.21602,19.02534,25.39186,16.82039,18.09464,18.05460,11.11533,27.86932,35.14343,33.35147,23.78250,34.72199,30.20743,27.55577,37.62662,39.82016,18.66779,38.97113,28.43534,26.55720,20.47998,38.62980,12.12651,42.38383,26.50557,31.64988,30.01599,10.60244,29.28841,23.88093,22.63460,14.76888,27.75032,36.72966,33.45833,38.79925,35.20159,33.60873,34.14014,34.49283,39.64628,42.46332,43.29192,41.03788,31.01171,30.89750,9.07860,41.67136,48.98964,40.63046,39.82917,36.22194
track_tld7_a000_00_e00000-f04,0,6.79517,10.05682,10.70890,22.39471,14.40712,4.59098,6.17209,7.89448,18.78282,27.91411,21.08457,28.76496,17.40788,6.20381,13.92763,6.59817,8.24272,19.68332,8.61812,12.25414,3.64058,15.79950,17.47142,4.85338,36.24750,12.57904,18.81934,27.06127,22.65269,34.06408,15.57818,34.60656,26.36340,34.21327,26.22544,12.84895,25.73931,16.64172,24.20783,19.91220,32.44046,27.12750,20.17626,14.79955,36.45393,30.54647,38.89068,26.05538,35.71114,27.86585,28.14166,38.04525,23.30750,35.44502,32.30555,35.10077,23.78387,33.02675,33.40122,36.42477,29.09460,28.58276,24.66577,33.11542,26.01716,22.63043
track_tld7_a000_00_e00000-f05,0,25.49237,21.88754,11.10041,10.70810,12.52624,21.66106,23.96229,10.81502,13.96035,9.22986,11.37818,3.51004,3.56787,2.84504,2.35938,1.68027,2.64475,15.37206,19.08601,10.16429,19.26095,22.18715,6.41060,1.66609,11.43018,42.62862,26.33839,18.49316,28.78143,24.23081,17.43264,16.87833,29.74269,26.83538,31.51293,27.07040,26.77203,15.77961,26.69457,28.23305,26.66749,24.60601,24.58277,28.95694,23.05998,39.71564,25.75756,44.28349,17.30188,30.45671,31.66168,16.46569,29.26120,10.26355,25.76830,38.93290,30.85187,23.06908,31.58973,19.27579,22.59042,33.08452,26.74904,20.83576,22.14420,29.77395
track_tld7_a000_00_e00000-f06,0,27.54193,34.67638,25.76925,29.84676,9.28450,14.71424,14.20406,31.73479,23.73966,26.59219,18.11853,9.08063,9.47205,9.57551,25.47475,20.14106,14.58206,7.60373,22.11650,37.99973,31.20020,19.11576,32.62476,19.26885,40.02787,34.36105,38.31337,13.66738,32.74456,29.80281,34.33139,11.96102,39.72143,51.63831,29.00423,23.82693,10.61001,15.25138,38.06704,14.36377,36.12985,25.40471,20.41197,23.46792,42.16917,31.34204,22.39299,27.78573,40.12386,39.52399,37.02552,44.15646,52.45548,38.13158,27.67489,34.35759,19.46598,44.58025,34.04724,45.83799,49.18854,37.96246,36.89679,41.05671,22.67995,44.75550
track_tld7_a000_00_e00000-f07,0,24.83776,29.56538,31.19820,20.64066,43.79804,33.48474,44.00969,34.25083,32.30494,31.61849,38.77109,28.45937,41.74442,37.38480,34.01293,36.30442,30.75028,40.39706,23.88165,34.38926,45.00970,30.43369,42.99847,20.55902,44.73087,36.58933,36.58678,34.80994,44.77419,38.71966,31.78210,26.62625,36.72706,35.95366,32.88286,41.23681,50.10411,43.42630,37.06143,46.45150,39.27643,43.52546,50.37579,26.27761,54.63820,33.27343,34.47270,34.00250,17.57950,27.64659,38.56245,39.70926,28.24676,32.18763,39.72945,24.57686,27.75946,23.01105,34.18874,28.19556,26.27987,21.25864,30.25842,24.25256,32.17124,19.98118
track_tld7_a000_00_e00000-f08,0,32.20165,35.50141,30.56919,24.32176,62.99869,32.11548,33.73182,32.33145,29.70708,47.49879,31.87003,31.51053,35.46307,28.95996,38.48045,24.88382,27.49476,25.59608,26.43268,34.46505,27.34663,34.63474,33.35093,35.18986,37.71164,33.99466,35.35099,32.53043,35.90073,42.65388,31.15797,34.93249,35.48195,39.43222,44.31369,28.10831,40.21121,51.22206,31.09491,43.64418,13.83235,46.44398,46.49102,30.24932,33.72258,26.08753,39.89111,31.87187,42.07702,37.89290,31.27288,31.17641,26.96529,39.65221,30.57373,40.26560,27.28000,28.94483,44.28325,32.38208,27.62794,27.40547,34.19459,34.79442,23.27957,16.83438
track_tld7_a000_00_e00000-f09,0,46.91300,35.48477,28.93153,29.58540,43.73193,32.03595,25.15965,21.83307,28.29350,26.81636,31.43422,29.54545,42.86007,33.29950,29.29096,29.02469,21.22059,28.69083,31.63451,41.99323,31.96090,30.46378,39.95935,44.22962,40.44382,12.42333,46.38475,42.67759,22.96980,25.44093,46.22123,18.00023,41.92273,34.11223,41.23141,30.29047,42.71121,27.05753,35.21169,28.97749,37.61044,31.82405,21.13829,43.57420,32.09761,53.54840,27.03130,20.86038,38.55694,34.14750,44.57702,20.89588,34.21244,31.08240,47.26479,28.53748,34.68346,35.55388,42.13179,38.27898,39.68716,21.84333,40.08293,47.85461,35.17562,25.12871
track_tld7_a000_00_e00066-f01,0,20.92895,21.25649,32.63401,11.69446,19.79327,19.35120,9.34138,15.37634,21.67686,17.80181,17.32510,21.58309,16.48826,33.74426,41.39163,22.78578,16.87073,17.33906,22.51991,20.14280,26.87096,9.49451,36.05893,24.03994,26.09965,15.22274,9.56932,30.89675,37.47544,19.62440,38.22394,20.78694,14.41098,25.75082,15.94763,16.85430,25.77112,26.35914,24.83771,16.95717,18.35516,26.67871,28.52202,7.51109,34.74187,29.90376,31.79924,36.38583,32.52455,32.98521,20.83677,25.54042,26.49087,28.65469,23.68726,36.71871,39.68406,26.32246,24.58031,35.94016,43.44450,36.75439,38.55576,31.69374,50.98962,43.10269
track_tld7_a000_00_e00066-f02,0,6.19532,23.77929,36.43169,19.37816,16.57955,30.06518,15.79138,29.10578,17.03208,20.31072,20.18371,13.24884,19.73678,9.81771,21.89984,17.14188,21.37606,11.76523,21.94764,11.62705,11.90134,19.47496,13.17855,22.36015,22.42502,8.64930,14.50260,14.64666,4.13427,27.65393,23.74979,21.74695,21.65196,29.04378,39.85927,32.53934,28.98736,25.67911,17.68687,37.78592,19.12270,30.44197,2.61957,27.03044,40.61322,17.45023,15.12523,24.78045,30.09401,29.62438,35.82305,13.52774,23.17873,25.62310,23.98145,24.19796,19.23309,30.03008,28.53204,38.63212,5.18002,35.77089,23.56525,37.73523,33.57234,34.53896
track_tld7_a000_00_e00066-f03,0,16.54126,15.68275,21.64147,17.96673,23.38611,22.33070,22.40336,15.56166,22.46830,25.10950,36.10748,22.53755,20.02498,18.21691,25.02021,22.55062,36.75042,13.07395,26.50733,19.33141,38.13760,17.55480,18.19315,15.52253,14.68850,22.51054,9.81218,33.61845,21.68376,19.61606,30.60117,13.16090,23.34503,23.36217,19.18700,25.51555,25.56454,21.14427,22.21874,20.67735,23.22621,25.90011,12.40306,6.73883,16.36437,20.52744,28.58976,12.13761,46.98978,46.77620,36.26158,41.58953,22.07023,18.06993,30.97029,24.34686,40.01018,21.63344,31.23293,15.04098,28.58970,26.53408,24.29964,24.02277,25.95230,8.12636
track_tld7_a000_00_e00066-f04,0,44.33871,60.20504,54.71057,53.71309,43.67717,61.60234,55.01181,45.13459,39.85074,51.14666,47.82530,45.39404,46.87331,45.28145,50.20407,67.14616,42.54696,39.62630,44.72485,40.46248,53.24229,49.09584,39.00671,52.01677,43.08731,30.03944,31.22945,21.87949,26.80286,19.46247,30.15700,38.94703,24.42359,23.23252,39.31921,21.75195,24.80944,26.38406,24.95325,28.39701,28.13854,23.04614,27.61353,34.02608,27.51909,35.11026,39.50182,35.55507,22.20956,26.30318,28.63060,34.33233,30.05357,30.90143,29.26063,24.23381,31.36817,28.52982,29.16679,36.94847,20.29369,41.12174,39.70114,19.26885,21.69524,26.98249
track_tld7_a000_00_e00066-f05,0,42.12058,48.38727,36.69495,63.67954,33.58011,46.55624,24.66677,54.88577,49.07329,44.31812,60.45301,51.42775,40.42107,35.65094,32.08997,23.29925,36.82332,46.98270,40.84387,36.57738,46.62129,38.62871,21.47025,54.34559,38.09270,28.53233,41.68271,24.54798,31.90696,33.32713,23.89168,32.66204,42.72841,33.00594,37.59859,33.20965,26.30818,50.32610,44.58931,33.90216,43.57716,34.76726,28.93220,29.92077,37.06619,53.37202,31.38597,38.34771,32.20372,31.85856,32.93637,24.87206,24.59464,26.98178,29.00063,39.86724,43.62412,25.33303,35.03566,42.23854,41.45256,21.27876,24.72144,36.28769,42.72548,36.17720
track_tld7_a000_00_e00066-f06,0,24.96156,21.63931,31.35609,24.92331,34.86625,37.17448,23.76184,39.44932,37.63054,42.12910,25.67287,41.53420,33.09540,34.81918,33.68356,28.36671,39.02317,37.67774,23.16183,83.41444,27.82410,10.94271,23.67274,21.89545,48.91883,25.54443,30.05161,36.09495,27.84197,32.64903,8.79418,12.67164,29.24966,32.45835,32.39919,19.17511,26.97503,29.10820,37.29011,33.12390,39.11950,26.62723,17.97424,43.51051,24.60282,40.05476,39.47572,26.79616,36.53036,49.39279,45.77247,55.92435,46.98735,42.00847,18.19938,42.75901,58.13023,33.10648,44.94408,51.53881,45.02730,50.97091,38.97248,42.39741,37.89138,46.65062
track_tld7_a000_00_e00066-f07,0,31.67435,22.33347,28.34975,28.38548,29.99055,24.23771,36.86138,17.25830,27.58531,34.91953,22.31318,21.69506,21.20459,26.93199,23.70670,32.75050,23.98015,17.87779,24.50042,23.38634,26.23710,24.93389,39.61327,18.24895,14.45285,24.40612,15.97866,29.80703,33.14599,20.47003,24.15025,34.10136,21.10472,20.85154,38.15990,19.34529,24.06018,17.38152,25.11458,22.28489,14.47971,31.07045,22.14818,20.83460,31.06239,39.41576,24.42275,33.47341,35.26558,37.07727,40.04091,37.34895,56.29727,29.85178,56.12598,47.70469,49.45540,37.34858,34.20260,35.46121,39.35381,30.31521,48.48010,23.84392,40.63689,36.44100
track_tld7_a000_00_e00066-f08,0,30.81808,20.70553,43.86159,21.63903,37.36907,42.84082,27.10551,32.60256,33.10231,48.73231,26.95987,27.66621,26.36516,25.18121,28.26724,23.43733,19.96080,35.76076,27.52804,36.81803,26.91643,30.76639,25.11684,25.56803,32.04938,27.09704,34.66524,35.92757,38.30938,24.99714,36.71277,20.12866,25.85604,45.56592,29.30943,36.15043,21.00805,39.32907,19.17972,29.86652,21.95455,28.26854,33.88723,23.46394,30.83229,16.35072,37.64171,11.97713,29.02303,32.47491,31.59392,50.86722,43.76437,44.66739,41.01468,44.38537,48.85048,46.28864,56.98362,54.12341,52.92353,47.16350,34.40037,37.86047,51.70698,25.09067
track_tld7_a000_00_e00066-f09,0,13.64564,29.24746,21.27786,24.24043,30.20245,23.98869,33.36903,30.04972,28.43987,31.61437,37.85681,32.80179,37.77888,35.76416,42.54866,27.03229,28.58778,49.64164,42.53573,21.84721,26.59043,28.69388,38.33838,9.66346,31.41875,53.12977,35.39030,50.16423,33.30329,28.33057,25.83895,38.45359,38.85762,34.02471,22.99323,30.55535,24.03500,30.39992,27.53861,18.73164,33.07891,30.33888,15.28259,10.97849,40.00083,26.32302,23.06374,8.34676,35.93497,39.37734,17.47392,32.84787,33.70913,38.97331,30.72261,36.22985,21.63493,31.93088,35.77141,24.62237,21.73579,26.98438,32.33053,31.14948,30.02604,38.98983
track_tld7_a000_00_e00132-f01,0,38.15721,29.58161,30.58453,29.32930,41.98866,33.76339,41.63615,28.56670,35.56070,12.67655,35.27140,31.40614,22.69426,40.92573,35.18796,23.37940,29.13689,31.46075,23.65969,19.88623,31.15576,35.91900,22.81674,28.57722,33.21049,29.24169,20.49782,30.14336,27.51003,33.33166,33.09836,40.45628,35.17312,23.55566,22.60243,6.85517,37.19363,26.45021,33.19603,22.00709,37.00208,24.98496,18.84633,22.02315,19.09957,25.94338,21.69709,24.06125,36.47536,27.77909,32.32640,34.85715,35.67942,32.88416,37.41340,38.60386,33.74595,37.15194,41.60469,35.19345,33.91614,42.19307,38.13641,31.29751,30.77947,27.43264
track_tld7_a000_00_e00132-f02,0,32.18798,41.21918,21.94802,29.69166,28.20273,33.43453,37.50815,25.03302,12.58173,32.80338,32.72416,37.71838,27.78896,40.82276,40.68969,29.48490,28.00836,34.46633,28.78858,42.56024,25.23903,25.41497,34.68576,37.96705,35.75841,40.90859,32.25410,21.28581,26.34376,25.55353,26.42647,33.65099,22.52452,32.02082,30.63251,21.69860,28.35924,30.08938,42.71658,42.61731,28.93342,34.30166,21.64838,36.59543,19.54525,28.47815,31.58726,14.70738,38.63264,10.55749,23.52867,20.44109,24.16594,21.88990,23.59253,27.58987,19.64946,8.73138,19.22213,11.08719,23.47306,29.92311,31.23463,12.99376,19.90419,22.68580
track_tld7_a000_00_e00132-f03,0,31.13170,34.66184,29.96211,28.14728,38.58862,31.12634,35.97997,39.10312,26.84847,34.16208,32.56956,33.68720,30.64650,17.05690,32.69273,36.60524,25.11494,24.38614,44.87297,21.20609,34.62535,35.83121,32.46410,23.98033,48.36673,17.27744,16.74297,27.04475,42.80855,31.12686,51.65482,31.99242,34.47784,40.96306,37.91871,23.02945,43.31757,32.96639,34.11964,33.09252,26.52674,35.49055,24.04202,35.86425,22.68747,30.08446,31.96957,52.46748,50.62157,41.96916,29.01528,34.91107,41.07373,34.24855,31.33679,33.14356,39.77472,44.33840,44.39690,32.42665,24.87342,47.37999,31.37345,35.98323,36.04775,41.03884
track_tld7_a000_00_e00132-f04,0,17.01016,22.77148,34.25026,38.12348,37.97425,12.10305,13.95402,33.76603,30.92439,29.48940,21.49891,29.43835,15.57314,20.12916,15.75669,33.47100,21.53850,34.66243,34.84746,14.13981,28.58896,44.74915,25.47726,17.48457,34.42165,24.44843,38.70664,35.75081,30.99849,34.55609,39.38732,43.58707,41.83952,43.75021,41.29954,33.46547,41.00118,26.65517,36.33065,49.15207,42.10933,29.40755,32.95470,54.44099,23.74208,32.94230,29.07654,28.96361,22.87288,22.93784,20.60858,23.78491,18.70999,37.49030,23.27054,27.79676,34.22962,13.16570,30.62566,34.20942,33.77583,19.50487,30.62935,26.77132,26.24333,30.45616
track_tld7_a000_00_e00132-f05,0,10.20880,37.68628,31.03411,27.28496,12.27430,22.25838,25.33693,21.26061,18.20122,34.65986,5.12629,31.02592,17.37988,39.39014,23.47750,35.61299,16.49768,21.97617,21.96803,24.16917,34.65813,43.16315,28.57296,24.14552,37.33421,29.01746,37.77266,20.74912,42.28547,37.04908,23.27822,36.24012,39.62343,32.16919,31.60661,23.48151,47.28081,36.32124,44.57106,44.47231,47.89831,34.52239,33.69322,45.61577,32.88942,43.31594,11.16690,34.90550,23.80918,24.34996,26.44202,26.28687,24.68755,19.83531,19.72785,22.50195,9.25137,26.02961,12.55718,19.95052,18.89064,13.08916,26.53897,27.61095,22.16765,18.82721
track_tld7_a000_00_e00132-f06,0,37.09559,26.26666,27.85186,27.77404,27.67553,30.29657,25.24841,29.52556,27.28339,22.50458,26.42782,33.93083,33.39150,34.71874,28.11423,21.72146,29.09164,29.07693,23.47866,36.28508,13.10931,17.95685,34.78692,28.16702,7.10613,17.19853,20.10440,8.69126,4.12303,19.97482,8.14151,22.53164,26.71295,18.05019,21.52937,18.65248,12.41350,29.35568,19.82236,29.55307,22.81455,20.49600,20.07602,21.68064,21.50215,34.42362,12.21871,7.31362,60.21326,43.44794,39.79540,48.74069,34.20290,50.34503,47.10598,30.47876,46.05454,43.20973,27.12076,32.66261,54.53940,50.09656,45.84442,35.62795,39.11387,39.39567
track_tld7_a000_00_e00132-f07,0,23.64336,28.62668,33.59465,26.52625,24.76091,17.06669,24.27615,15.53881,17.25402,29.21068,28.55424,11.73468,39.42349,25.03144,18.23668,23.56053,22.84972,19.79717,22.31775,21.51720,22.33998,20.30872,19.52080,18.49931,10.49070,22.24710,14.75800,21.80988,12.11137,11.66900,20.41205,18.65838,24.07930,8.38387,19.31195,11.84281,23.74916,27.92432,19.66263,24.23533,21.56848,27.26029,18.00569,17.23756,26.48293,12.49692,18.31616,21.53965,30.56490,30.13460,37.78578,30.77980,26.43607,34.96741,32.84016,40.24154,35.46301,40.55386,35.62756,22.62616,23.74326,38.09536,27.87220,42.93871,31.91617,38.80838
track_tld7_a000_00_e00132-f08,0,40.23079,15.83744,27.15026,24.41934,24.97158,17.61042,32.20400,25.93026,24.25259,25.33677,23.29796,16.49086,21.03308,28.80949,7.88932,28.81943,25.04120,30.94435,26.54398,32.37123,14.74452,12.69261,20.64139,21.77563,23.34492,35.31615,25.23724,32.88121,20.92384,29.44116,19.34317,18.23837,19.44947,34.40267,20.73961,21.13523,28.81482,21.85118,21.25613,25.98567,36.08188,19.81876,32.89896,20.12102,14.61461,22.68613,29.94631,31.15837,41.34585,38.58207,47.96606,41.26315,35.87713,28.36717,38.84457,35.09813,29.58332,29.81183,37.95654,44.31221,28.63348,46.11635,37.57221,27.85546,31.47470,21.68742
track_tld7_a000_00_e00132-f09,0,23.16973,36.15727,18.32406,24.53742,32.60541,41.78594,21.35689,38.04305,19.11856,21.30898,29.46268,23.57105,20.75291,37.66220,23.30956,32.37534,19.96075,27.64327,24.91249,33.62334,16.67876,26.92722,23.98725,25.13428,19.35009,20.33083,22.87371,31.35715,29.81486,21.49970,14.03758,18.39374,24.66653,22.32925,23.53657,10.81436,21.30304,35.62869,16.58843,17.58788,24.36867,17.80224,31.20530,23.49773,24.74722,9.86925,16.49526,25.08984,42.46453,29.79381,40.81593,28.97064,28.83954,37.40860,24.25118,36.03250,29.97318,30.35313,22.06533,24.60541,38.82336,37.44976,28.13601,25.30879,24.95115,16.52976
track_tld7_a000_01_e00000-f01,0,26.67767,41.17379,40.06891,29.90571,42.84757,35.50679,50.35089,48.76732,52.14003,51.29542,50.12157,33.87916,37.69892,29.94273,39.69962,12.88681,22.44365,29.31885,38.45765,40.52301,29.93019,42.61881,0.98703,23.10440,28.19039,16.90128,19.68086,35.72371,23.10574,33.94851,20.14823,21.20809,16.12301,18.47798,20.73453,16.84801,21.20393,18.60216,25.13156,19.56119,28.02961,24.98589,34.49443,25.12910,18.12991,19.97021,18.30437,13.37244,21.42546,28.84699,34.44228,22.16049,18.56767,32.03990,23.95418,30.09318,19.87112,28.64258,31.33124,27.59683,12.51017,27.36246,20.30970,33.93945,28.31538,22.50365
track_tld7_a000_01_e00000-f02,0,35.49143,35.12198,38.66661,42.00084,35.13742,40.50921,32.12240,39.24828,43.55220,34.16815,41.83514,43.20347,25.61405,24.35637,27.80820,40.31997,52.10621,13.10760,0.47957,0.69040,0.55154,0.27454,0.40987,0.31718,35.24572,37.02128,32.70489,36.93467,54.55220,41.48300,30.44836,40.21234,36.35405,34.60679,34.72299,45.47152,22.77921,42.76599,51.02216,47.33841,26.50138,31.56576,26.80717,46.64982,41.58904,22.70454,29.45987,35.88664,33.29852,29.63387,31.03562,35.30346,20.39720,23.74176,18.29995,31.92459,10.63482,24.16759,28.01416,24.86201,12.95086,17.13163,15.74716,24.14180,23.01426,10.88881
track_tld7_a000_01_e00000-f03,0,29.00001,28.85719,28.67952,18.26462,30.51547,25.06516,24.46621,23.07466,32.17178,9.99125,22.57792,37.62724,31.55116,32.61558,20.04585,29.80316,30.33348,36.62655,23.10498,27.76935,15.04392,24.20856,32.93750,36.06707,33.97261,30.15457,35.86212,36.22694,46.59003,32.29894,25.13411,30.36872,32.85396,39.01619,29.30995,32.71402,31.25980,28.95194,36.14058,28.30951,24.43051,37.15471,43.14290,24.50585,35.37593,28.74378,43.62846,28.16062,13.26519,22.46786,20.39139,16.45131,20.89289,25.56059,22.80906,17.88220,20.12316,26.99328,19.72465,26.17541,16.79068,23.35975,16.93164,12.73122,12.74408,17.02753
track_tld7_a000_01_e00000-f04,0,22.09605,26.64132,29.88695,19.16360,22.74179,25.60414,25.79435,19.04855,35.21127,27.22263,32.48360,34.88885,31.11290,31.79553,28.98609,20.25241,27.41465,32.09693,30.88474,22.92065,36.12473,27.97690,20.05088,36.11079,21.85849,21.09635,25.37749,50.70373,26.37718,35.62582,37.60350,29.56658,13.38869,38.13623,39.11614,9.20235,21.50205,35.52961,28.91426,26.57683,32.78017,30.32372,25.79855,56.29890,26.07640,19.35143,29.48009,27.03652,23.28612,12.70298,7.64621,19.31891,17.32697,21.02606,14.33738,19.96132,14.40784,18.06863,17.74408,13.98805,10.24094,12.65810,17.62848,17.66783,24.74317,18.03144
track_tld7_a000_01_e00000-f05,0,36.44909,38.13165,34.33218,32.78855,39.70224,38.86583,27.28312,32.29107,19.33152,47.41090,26.39812,27.01437,31.81279,19.85548,45.02277,34.78785,9.30666,30.30589,38.32134,28.00826,34.12717,34.23097,10.92399,24.42285,39.63605,32.74436,31.28303,45.21219,45.19352,23.04999,39.20142,34.54313,35.81667,31.50750,28.77757,35.87951,35.67552,27.19482,31.75942,41.86308,38.83999,31.44846,36.80274,39.48267,16.32319,33.77810,54.82247,33.93755,0.52819,0.30671,0.40446,0.31885,0.34131,0.53823,0.51041,0.17043,0.76432,0.57862,0.42385,0.68623,0.61079,0.68817,0.44762,0.30199,0.81956,0.24149
track_tld7_a000_01_e00000-f06,0,5.69100,30.14846,36.30068,22.69089,17.88176,20.03642,20.92142,3.26560,18.03392,25.56060,16.49806,20.19146,20.83684,9.49594,10.52700,18.40663,20.24220,20.02063,17.82973,8.58670,21.98412,16.63149,14.48355,20.60725,26.81023,21.10543,40.61533,39.31744,30.14143,30.06679,38.48589,27.42010,33.36371,34.33593,32.21035,35.24775,28.70492,26.79467,29.25732,35.50300,27.31776,25.87566,29.65966,30.05108,24.27951,28.63244,26.79650,26.59706,32.41697,34.22059,36.96160,24.74764,28.42447,20.97447,32.77137,23.28254,31.50431,23.54692,34.14916,35.29709,40.78840,38.23927,22.61421,38.45701,32.03241,22.87241
track_tld7_a000_01_e00000-f07,0,19.25027,30.03025,17.20285,20.18997,20.67722,18.05453,21.55929,13.67698,20.59218,19.58745,21.24194,16.66085,19.38816,27.82327,16.97919,18.45947,6.87877,31.90833,10.56883,15.95361,20.49520,20.90500,20.18045,10.74167,36.96164,25.61880,35.85904,35.03151,34.88930,40.32586,45.03489,25.07361,20.64285,28.69063,42.79229,28.82802,35.01647,39.16735,41.86821,30.09655,45.31827,31.53799,36.71838,39.56451,35.01867,19.07925,35.94053,47.11973,28.52201,17.14799,37.88172,19.18399,23.37880,24.92397,20.73944,4.88882,23.59949,24.03456,26.29823,25.91099,20.72103,15.32560,28.65972,34.76716,20.80937,19.50526
track_tld7_a000_01_e00000-f08,0,12.66298,8.67632,22.39471,18.71170,19.56801,22.51116,9.89968,18.99857,16.49745,26.85987,10.10289,28.83604,20.45956,20.73119,19.54356,20.42635,14.55053,18.93051,23.69230,22.20524,14.16324,18.19036,18.07112,18.61541,44.95934,28.88262,36.65134,25.78738,41.70438,38.41134,30.86093,19.40915,33.32451,35.04561,30.14052,30.69136,25.47785,23.69103,27.40492,22.75485,25.35342,25.96104,31.78825,42.57472,36.77873,27.02264,36.55536,33.24995,13.36143,27.80672,28.47436,18.39623,17.56544,16.35585,30.60130,15.04223,28.13095,7.57859,35.97333,17.85094,34.65748,21.80234,11.69791,23.56415,22.44498,20.34724
track_tld7_a000_01_e00000-f09,0,25.60270,33.53776,44.82867,45.32909,32.80701,48.96860,31.73742,28.78246,37.04242,26.22955,45.71181,32.76032,33.22455,40.52664,40.06361,40.75408,29.93945,42.06714,38.14427,31.19382,43.35111,45.21757,38.98936,48.86336,26.35463,28.61293,33.26524,29.01616,32.30333,19.37160,31.98432,27.39446,26.05246,26.45663,28.10685,34.22523,35.62892,42.24953,34.06778,36.29509,31.77895,32.32252,39.31038,42.81865,28.07118,34.62822,38.31477,27.75215,16.14092,29.41451,20.93532,26.04920,38.77575,11.76019,20.26711,27.60864,17.42776,18.96297,30.54765,30.17114,35.36498,14.05832,22.08539,22.47264,31.78102,23.40656
track_tld7_a000_01_e00066-f01,0,34.87823,30.35718,39.96098,24.50131,36.66604,41.22538,36.85199,26.90207,41.01501,40.74585,43.38863,46.86291,23.72292,19.87174,28.10970,48.48142,47.90775,30.53850,44.59306,34.36821,33.40807,23.29861,24.61634,30.14892,28.59679,24.55411,30.05464,31.76366,20.01607,23.33477,29.48322,34.61297,25.78503,29.39915,32.74049,26.55167,28.59244,36.24548,32.34911,32.43577,11.45223,21.59741,36.30927,41.58065,22.94018,25.04455,22.70512,22.57996,18.88861,18.08324,19.35734,24.33864,13.34935,17.61571,37.80205,29.86599,17.72684,27.79142,31.50969,38.97979,32.44987,14.03806,38.50261,27.03931,16.50606,19.41105
track_tld7_a000_01_e00066-f02,0,36.35825,34.18747,33.01328,48.86960,34.77197,22.64516,30.58056,35.84137,19.42534,28.61537,7.73933,23.17004,41.84674,46.46316,23.84637,24.09077,24.32118,27.36198,15.19342,40.71833,16.99739,25.32986,26.13074,32.47701,28.14557,23.94737,23.45051,31.86590,24.71412,26.05297,22.19400,22.64669,12.79612,21.48579,30.96249,21.29656,30.13184,20.96399,8.91410,26.31764,26.33471,31.74379,18.92951,28.14865,21.64976,17.96686,24.28651,36.11516,34.12338,20.95612,21.60159,41.50691,22.04674,37.05967,31.35445,26.11266,19.69481,28.25821,22.46834,47.75702,22.29708,27.82810,31.33421,32.10960,29.90250,32.91439
track_tld7_a000_01_e00066-f03,0,31.34863,39.26111,30.51070,19.70618,28.90831,24.63439,38.27550,26.86889,19.13790,23.00893,38.39473,32.07513,27.41563,19.34593,24.39756,38.02517,34.09520,24.97712,32.72463,39.10224,29.77416,30.98178,31.21198,33.61917,39.92719,40.67811,19.25275,31.61520,26.29658,26.80660,32.61339,35.74075,21.11404,26.03641,46.23699,24.56846,27.10417,30.37579,25.14288,18.73321,34.60925,36.85635,24.68265,25.57533,30.04516,34.89403,36.89326,28.54079,21.80221,24.14504,26.95242,21.52421,23.63007,25.95656,21.65804,16.27016,16.68699,22.45186,15.61672,24.84886,32.42569,22.72528,24.17745,25.44704,29.24648,26.36619
