Fish,Stimulus_dB,Blk00,Blk01,Blk02,Blk03,Blk04,Blk05,Blk06,Blk07,Blk08,Blk09,Blk10,Blk11,Blk12,Blk13,Blk14,Blk15,Blk16,Blk17,Blk18,Blk19,Blk20,Blk21,Blk22,Blk23,Blk24,Blk25,Blk26,Blk27,Blk28,Blk29,Blk30,Blk31,Blk32,Blk33,Blk34,Blk35,Blk36,Blk37,Blk38,Blk39,Blk40,Blk41,Blk42,Blk43,Blk44,Blk45,Blk46,Blk47,Blk48,Blk49,Blk50,Blk51,Blk52,Blk53,Blk54,Blk55,Blk56,Blk57,Blk58,Blk59,Blk60,Blk61,Blk62,Blk63,Blk64,Blk65
track_tld7_a0p5_01_e00132-f09,14,33.06976,34.03320,26.57880,21.54605,27.25643,35.53258,25.03663,25.71029,28.22187,35.12968,47.68444,29.59337,49.51131,34.04205,37.41022,20.41878,36.27494,40.15709,57.86253,33.52606,39.14600,39.35214,29.27744,26.65264,18.17623,0.85734,0.62703,0.48295,0.57783,0.44133,3.70688,0.36837,0.43954,0.61447,0.69452,0.48042,0.77465,0.74215,0.73246,0.74518,0.53616,0.54393,6.13542,12.76141,6.44227,6.52897,7.56100,3.46336,4.51487,3.25083,3.55386,2.24469,9.12029,3.89540,9.64589,9.00981,3.43998,3.38968,9.02514,21.65565,3.07595,2.54580,1.26936,2.26239,2.28851,9.93881
track_tld7_a0p5_02_e00000-f01,14,34.17519,51.17329,56.97150,50.14641,52.99393,62.50525,39.45055,50.39352,27.62155,31.08209,58.43151,55.51988,66.30911,33.15951,63.73002,46.98714,51.05591,58.27351,50.92090,57.70604,54.27584,26.17265,28.60429,43.68018,14.29421,26.96902,41.09625,33.72326,43.13810,22.43384,46.75980,40.80274,13.94283,25.26668,35.33249,43.42206,40.53795,34.12208,46.46708,27.78995,39.86916,20.57654,42.37326,31.33781,50.80270,37.71824,43.50872,47.74894,32.46242,33.33359,51.98565,37.00860,31.43391,38.22687,40.62203,30.77474,41.15615,25.09003,48.20323,32.55027,44.08389,18.21685,33.27575,19.48394,42.37314,38.53261
track_tld7_a0p5_02_e00000-f02,14,35.81724,51.37000,35.83636,30.75043,49.73381,53.38173,68.62568,52.99178,51.01416,37.91015,36.86681,57.84683,29.95370,37.80034,43.11357,55.94998,44.64515,50.98567,43.12709,58.91167,51.44327,49.30148,72.12125,49.62079,36.32864,43.39462,37.95421,27.80232,13.40308,54.43529,53.53365,41.48209,45.37575,55.30675,19.39307,33.49050,39.18034,45.13114,61.16771,40.29760,33.59338,32.53753,41.17031,21.38285,45.28195,37.20205,37.33299,34.64145,62.02560,50.48770,17.72658,36.52247,30.29340,35.03474,19.70306,34.27861,28.30152,42.28602,48.06898,55.53106,26.82271,42.44903,18.62004,48.21143,49.87574,37.35952
track_tld7_a0p5_02_e00000-f03,14,1.06688,1.44395,1.60970,1.75952,1.21141,1.21586,1.59052,0.62536,0.96661,0.42160,0.48615,0.75382,1.16250,1.49549,1.11222,0.88646,0.37734,0.90113,0.85617,0.93900,1.02894,1.29606,1.22204,5.49893,0.45176,0.27392,0.24304,0.32079,0.31602,0.38127,0.20621,0.25196,0.27769,0.48561,0.26259,1.05130,0.15954,0.29861,0.41853,0.40866,0.46949,0.30584,0.51264,0.42152,0.37169,0.33331,0.49348,0.29855,0.44229,0.38668,0.61873,0.53424,0.50421,0.44768,0.54080,6.88030,0.75811,0.23022,0.11569,0.27066,17.98723,45.07486,31.56007,24.07002,39.83874,51.75841
track_tld7_a0p5_02_e00000-f04,14,59.36929,60.03151,44.65281,39.28108,10.74960,11.11750,26.32922,29.56448,45.19055,54.93634,40.70168,32.72463,49.87971,45.79227,46.21588,52.46982,60.55435,26.66150,29.49537,41.74900,36.93778,16.99247,35.49715,36.96128,34.73048,35.74967,42.56118,39.41156,38.84160,48.59257,37.68670,46.81551,44.36387,36.31610,33.65218,45.26871,32.95483,23.51362,38.52648,31.34854,34.02148,34.44468,33.82547,36.79306,32.06395,28.70945,32.09974,45.97388,33.65064,20.60142,27.81636,35.92179,47.09034,48.07240,23.24988,38.58328,34.85352,47.46457,55.69685,34.42786,35.62182,36.35679,43.99619,25.82960,33.39540,30.76317
track_tld7_a0p5_02_e00000-f05,14,28.81281,35.14971,34.07299,34.70706,35.30762,30.04951,36.21574,40.63480,23.70620,36.78113,37.14915,25.62039,34.61058,30.11771,35.54622,25.79535,41.54620,28.81574,36.53893,36.45648,29.36845,45.24168,31.12862,34.53508,19.15201,32.58171,37.12361,27.58675,30.21827,29.91000,33.25592,41.93789,34.85325,23.66164,35.13557,35.61348,30.26397,33.80405,32.36939,27.42681,43.67328,33.62339,37.30424,32.64661,18.63433,29.18085,31.57719,33.87851,40.22342,11.57889,52.57362,43.71687,35.78801,34.39246,35.48267,23.74013,20.78720,33.59545,35.84604,18.97828,38.66144,34.66581,23.38976,25.60424,47.71636,33.95992
track_tld7_a0p5_02_e00000-f06,14,29.98436,47.03972,31.02217,29.57168,38.05605,34.45869,36.21968,17.47853,54.00383,34.41024,31.85111,32.02173,55.34445,42.24615,41.93610,27.45933,37.80114,27.94851,33.62658,26.35667,27.72280,26.13018,41.25219,25.27529,20.36616,30.47059,52.83952,35.34951,36.47353,34.37528,31.13639,32.70158,31.41805,18.62199,34.14172,38.62664,37.02463,29.71971,28.72917,39.48620,38.59063,39.53589,30.53214,40.27603,35.52378,37.96648,34.57461,17.81933,33.89270,44.13161,31.60165,48.27426,45.04321,29.46464,30.59919,45.50243,34.76562,34.77033,46.90993,32.24857,38.39667,20.16556,35.98078,39.46156,37.01737,39.42286
track_tld7_a0p5_02_e00000-f07,14,36.22547,51.53402,46.20327,48.59235,56.51857,34.24684,67.88598,37.38684,59.75573,24.14274,60.34610,35.56514,47.42798,36.33907,62.83284,55.66904,33.17140,44.86830,59.64156,51.25126,48.59098,43.11582,55.05270,44.81494,40.21650,57.19299,53.66872,42.11514,37.24347,37.17546,44.28214,35.32671,38.75457,50.88224,41.86495,27.05380,38.74763,55.56767,53.43091,37.52174,41.54443,30.99697,49.64597,45.72261,27.88429,31.03400,36.36579,51.55544,45.71506,29.53625,60.10487,32.73452,35.65968,42.47501,32.41155,26.28391,58.32638,32.59460,49.68329,29.30138,42.86499,32.97849,55.17837,43.15535,34.00497,34.37054
track_tld7_a0p5_02_e00000-f08,14,23.73468,9.87456,32.27197,38.60957,34.82173,41.72777,33.20688,41.41743,43.16273,33.38946,36.30322,34.81986,18.95449,39.25503,36.01902,57.36600,38.19915,35.82501,41.21997,33.35520,46.38445,41.05161,25.15667,13.75766,11.13423,23.13183,35.91218,23.39202,27.83070,34.53072,33.69965,30.64787,28.94039,30.46667,37.59531,38.51424,26.10293,22.26187,41.42672,38.96960,45.72788,22.03983,38.03951,51.94904,22.41196,25.75871,40.79045,25.34730,38.85762,30.69486,46.81998,38.25451,21.00635,37.64077,35.90331,42.24437,38.55166,41.85112,32.94142,32.28756,14.41160,36.48177,33.80832,11.15155,7.64921,17.48197
track_tld7_a0p5_02_e00000-f09,14,50.67610,31.69517,41.18505,9.45388,56.64227,50.57884,50.63948,27.72030,32.98029,44.80684,33.97621,71.33615,33.94156,39.57873,54.44210,47.97439,20.47349,51.23561,29.62744,60.10072,46.71552,41.97231,62.84436,40.28668,29.35675,31.86702,32.40994,33.41347,49.76482,62.76239,41.02408,28.21556,29.78714,34.30561,37.31195,44.49042,39.74292,27.51167,40.23371,51.60976,67.70358,43.74679,17.52802,40.27644,16.17792,30.41100,56.15277,48.16770,21.43914,23.52429,31.95176,40.26428,44.59369,41.11549,49.55027,52.02255,39.10188,51.96608,34.11936,54.26709,59.46750,51.64547,9.80321,66.21348,38.31691,24.70157
track_tld7_a0p5_02_e00066-f01,14,37.13348,28.38707,21.33326,18.14469,35.48528,46.57375,35.32045,35.25544,38.01492,30.78254,47.17023,31.35435,42.63725,41.30058,30.48530,11.25869,37.72648,48.78043,42.97250,30.73702,50.25203,41.04670,22.98612,45.11464,34.72972,43.94542,35.85576,26.03468,38.67283,31.04637,32.39350,23.42360,47.06149,24.98653,36.90487,57.67032,46.91430,38.38246,19.58702,48.04528,42.97038,31.37164,28.51951,31.88520,42.42503,16.61689,28.19914,15.74731,36.34882,41.67038,32.15309,30.17345,34.58022,35.50541,31.52523,30.27726,31.96716,25.72739,10.69088,13.70651,23.61026,36.77731,29.44001,29.18373,33.05961,23.58306
track_tld7_a0p5_02_e00066-f02,14,50.90529,31.49333,33.89409,41.29839,49.75380,37.99882,7.82851,27.87031,17.73366,38.10397,43.51385,22.83520,34.60230,45.50573,42.23198,44.76475,42.25270,9.91536,27.02658,37.01496,26.31040,48.59987,43.20315,42.80359,35.29465,28.76923,42.70129,35.99355,46.47735,33.82526,47.04768,31.51981,32.92343,20.47853,29.61422,26.96597,20.25947,63.97707,29.35515,22.95544,32.92534,45.50178,36.66607,29.03066,29.47276,27.69504,33.96938,27.90542,14.39796,53.70546,46.65139,46.51278,55.82141,45.47806,39.80748,29.48455,49.03303,37.21449,16.52856,31.75682,46.55873,38.35093,46.57355,37.48674,47.68792,46.23146
track_tld7_a0p5_02_e00066-f03,14,27.27273,21.88708,44.18876,37.25395,13.60829,5.98805,22.86564,5.55805,8.25568,12.31714,12.12328,25.73299,32.80432,29.42786,23.90282,17.84955,36.08980,35.98654,41.60144,53.00827,30.92594,30.51739,15.07681,26.00159,15.30701,36.16928,27.92401,30.32874,37.07630,34.41900,29.18844,19.64043,19.00475,30.64460,26.02283,43.77900,31.55375,35.08328,23.99661,33.41045,32.93608,29.81516,15.30939,27.85005,14.40932,16.08737,17.75572,27.88133,27.81681,18.17725,9.70638,19.42910,21.16414,8.39858,17.04900,24.42357,18.32075,15.29599,29.18253,17.57741,10.39081,22.99990,16.15533,22.10240,14.05868,22.86316
track_tld7_a0p5_02_e00066-f04,14,24.49068,38.35093,53.63728,48.27389,31.72638,21.51751,40.22933,43.99517,46.77385,24.14020,25.30795,24.37569,29.35552,30.09459,55.33779,50.77971,31.79600,46.33017,44.68211,40.02696,49.14646,29.26963,37.34989,27.58267,19.40779,32.13425,31.19221,25.24104,43.88387,25.01643,18.93007,41.14163,23.74783,36.10703,36.27063,29.72693,28.28586,47.85846,16.95555,31.56442,33.53777,39.54293,42.54989,21.78833,40.29647,33.85816,26.75975,23.76914,44.39617,47.64754,44.88806,35.98914,46.19947,11.09322,15.75029,26.30266,47.80389,33.15384,29.55167,39.16995,35.43733,32.01182,39.40850,36.26432,36.65368,36.24314
track_tld7_a0p5_02_e00066-f05,14,31.16568,33.40446,36.57277,23.03550,30.52834,42.32852,24.74880,20.29468,34.20409,36.62331,24.79914,32.51263,24.05255,29.94298,37.75504,34.72046,45.21866,42.31282,17.14696,49.93211,39.31696,27.79729,45.20062,34.43147,29.41209,42.03264,31.84723,30.69145,27.42166,29.97386,28.03515,28.73128,34.22861,27.78642,36.54955,28.97307,35.18689,28.52152,28.59809,35.22086,27.16606,22.54726,32.65439,32.87892,20.22277,35.31440,33.26870,37.16626,27.23933,33.88446,29.77246,24.15872,39.14203,55.03745,24.21337,18.14599,42.62630,38.72740,25.14488,20.74831,30.62444,32.92685,18.17702,31.45036,37.87642,45.64866
track_tld7_a0p5_02_e00066-f06,14,38.62626,24.79763,44.01946,32.66186,28.53572,24.75589,60.47864,51.68070,37.43770,35.52467,27.45103,25.06142,39.87229,45.84042,40.91034,40.94426,40.18436,38.95944,36.97076,37.21139,21.33277,39.10811,28.50178,46.68174,27.53578,36.35389,37.33369,41.77516,21.66668,20.65635,26.21861,24.27945,20.00062,30.96579,35.93972,45.57967,30.48075,26.42840,17.23716,21.41410,22.97689,39.52234,33.24318,39.75488,33.05469,47.22311,22.80607,30.67683,31.64415,10.85441,41.76413,32.44278,23.97860,30.94472,29.41739,43.22260,36.60526,27.27895,32.12818,39.13184,33.42549,23.17442,32.08566,21.85609,31.03427,33.08939
track_tld7_a0p5_02_e00066-f07,14,7.22419,33.05996,38.54740,51.67015,51.01791,42.26906,41.05200,63.83882,50.41774,43.43012,56.95821,46.68684,35.70203,43.83734,39.02736,35.05921,53.23904,45.92110,36.41789,53.58607,48.31549,41.18796,42.44647,54.20268,36.70426,29.68715,28.50166,29.76775,45.55504,32.29241,9.52808,38.97881,55.60883,46.29879,38.17832,47.28655,37.47125,39.88963,49.80472,40.60299,34.80069,28.09238,44.24423,28.64907,39.54894,34.77982,26.16441,29.75141,36.32250,28.23973,44.53557,44.93033,56.93409,22.97429,33.81157,37.58641,38.40711,40.69125,40.48933,34.45597,31.76835,26.29451,47.71796,46.50247,36.70671,40.42640
track_tld7_a0p5_02_e00066-f08,14,15.55797,21.72304,31.08092,20.57789,24.63137,36.99770,26.88983,22.08239,23.30031,23.44525,9.23538,24.37291,11.12722,30.83594,29.95741,18.08755,32.49620,29.44251,7.40973,19.99007,10.48838,17.14636,26.17721,27.78490,11.65419,3.92231,17.55344,14.20990,10.43409,28.33932,19.27951,29.28081,22.79465,21.92290,26.10841,27.91751,34.52558,27.85479,37.54737,31.22263,34.76716,18.42730,36.39508,23.06526,35.87199,20.52684,31.44200,26.43550,31.65550,20.65327,44.49376,28.57630,25.83383,28.17714,28.88187,35.21621,27.78179,46.42630,27.99742,19.38444,48.52907,37.12762,33.57647,50.18161,38.10560,37.72198
track_tld7_a0p5_02_e00066-f09,14,28.71176,47.74820,52.43414,41.99836,12.31243,14.84510,50.00245,20.43080,36.25666,25.55039,56.87050,20.53826,42.11226,49.50425,29.79679,5.05166,34.56948,37.45138,30.07884,45.34642,54.56833,27.90614,43.74706,44.75144,21.11225,50.62228,14.50754,37.07502,30.31614,15.72725,34.97852,48.37389,35.98192,38.05302,26.82522,42.81085,14.37239,56.81335,16.04220,37.11940,45.18833,45.81415,47.73079,48.68562,45.80059,35.70852,27.89365,40.81772,53.75105,33.35104,40.77807,56.65040,47.07726,27.29740,43.87590,12.76822,25.07197,31.66708,20.98364,51.60577,18.28387,30.78813,29.21752,16.43524,56.06739,12.86084
track_tld7_a0p5_02_e00132-f01,14,18.11121,34.11261,20.44668,45.41592,37.29554,18.72705,26.46822,25.84020,15.90263,19.32338,9.91426,32.43656,27.29077,29.12177,5.34247,26.50504,36.21939,41.23209,42.94270,11.98570,41.65698,31.09909,22.54689,25.58304,5.61578,14.54429,18.64163,10.56408,25.12034,22.73743,9.54489,18.74331,14.28804,22.44881,38.14411,32.42326,35.38242,39.24129,24.86417,14.42902,9.93383,29.22152,24.08894,31.53789,29.14809,29.10837,27.52378,32.37907,16.63323,43.17684,27.75100,22.44752,35.21566,10.06684,33.87935,24.49884,30.45567,46.78447,24.74959,30.29240,35.48412,32.11684,41.73790,17.64427,28.85163,27.50096
track_tld7_a0p5_02_e00132-f02,14,50.66233,43.80129,47.63120,31.79475,45.67922,19.96396,39.47042,35.10733,27.48642,7.66258,30.92824,31.56500,37.79082,38.44177,47.87480,54.47501,46.39893,50.27750,41.83635,60.41201,37.39146,32.60191,34.72388,30.18126,39.48289,29.09162,24.59084,38.00240,30.37003,41.34809,15.28843,59.09144,20.10342,37.58880,37.67176,51.95240,41.78553,31.53847,27.98422,34.49411,54.12155,41.15490,40.93361,26.25909,35.78112,36.88149,19.22041,21.73159,22.77643,33.97568,14.19384,33.19223,20.59193,30.40633,26.89495,30.57578,37.35776,19.92441,29.49213,40.00882,27.53975,34.26851,41.04345,52.78267,49.18695,12.46050
track_tld7_a0p5_02_e00132-f03,14,12.33706,18.69753,16.54072,14.28654,10.83801,13.99816,13.80036,8.18215,13.27294,9.41804,6.17794,17.45196,23.34395,7.60736,12.65226,14.57116,26.69030,9.26689,17.27156,25.47442,17.47853,14.69946,10.11761,17.36066,37.70593,11.70829,23.79539,24.14057,27.53238,34.99353,23.38679,24.15454,16.35223,13.59773,34.09555,27.73539,24.66501,15.74742,12.86038,32.44891,33.10045,10.86552,19.87237,15.83998,26.97396,19.82371,35.24616,11.16006,27.22303,29.71420,14.94332,22.49104,24.43808,17.78578,10.03976,26.42127,25.98083,31.41838,36.18367,24.70235,28.57760,13.03795,18.98978,15.44618,21.10984,14.52562
track_tld7_a0p5_02_e00132-f04,14,46.60956,27.17831,38.84323,18.28381,26.15879,28.03179,33.96065,14.05434,34.16133,38.31928,32.31598,21.12800,21.14020,17.08795,35.45822,44.98225,22.15060,17.58717,9.13632,31.67564,17.64895,38.66482,33.97362,28.80676,20.29565,29.47382,22.62383,22.67877,30.90849,31.62618,30.48825,29.10484,16.78410,33.73262,30.52926,10.62466,24.50788,34.22845,47.66356,46.38823,50.65881,36.23639,43.37755,16.63862,27.37504,17.35837,19.53465,24.46751,28.52108,27.63571,28.64548,37.38444,24.79324,27.87362,33.33397,33.16117,29.50512,29.50985,19.25979,12.80501,34.83285,54.13538,40.49315,27.38557,38.29683,38.22945
track_tld7_a0p5_02_e00132-f05,14,33.01686,24.44068,26.13979,40.01975,27.25620,38.71118,35.99792,34.05911,26.64561,20.32256,37.01623,31.20308,36.96643,29.32532,27.35281,33.57283,29.52497,18.18181,21.86566,34.65937,39.42220,30.19686,47.73929,31.00762,18.49088,30.99954,25.27214,38.09962,23.29479,30.16343,26.70991,24.93044,38.87621,33.69300,25.79108,34.09426,27.27387,27.18597,29.17525,36.39787,25.52840,32.04795,32.43603,24.71785,33.20055,24.14801,35.92583,26.23113,33.37366,21.06618,19.28110,33.69589,32.00400,43.08925,22.44711,42.22758,37.90703,34.84412,26.12994,39.73491,28.88584,38.65399,37.62877,29.73329,32.68818,38.51695
track_tld7_a0p5_02_e00132-f06,14,40.41547,31.19997,38.56582,21.63878,29.12211,14.09563,40.21696,12.87856,30.96372,27.67141,33.45694,26.84630,31.41621,26.45252,34.32794,22.14882,36.14888,30.18873,31.87015,33.18274,18.85891,3.49995,19.51346,28.79028,34.23567,22.08651,19.19093,25.37392,42.04627,25.27202,44.62436,20.51267,34.56053,21.85894,40.72393,26.97869,16.80100,25.12739,39.63972,32.82766,17.58393,33.87222,13.84059,23.05511,29.02323,27.31352,33.11739,23.76003,30.48380,27.25528,24.17649,35.50015,38.03875,30.51999,15.51691,17.39620,41.09876,25.06681,45.07491,28.44685,34.38807,22.41832,26.18076,35.99506,31.71071,21.33943
track_tld7_a0p5_02_e00132-f07,14,21.45668,39.08480,39.98179,37.85072,45.83740,29.07565,41.69918,48.89331,25.97773,41.74952,27.17663,35.92568,23.00689,45.26773,40.63089,46.34222,40.80470,43.75638,27.94826,48.06596,44.17638,37.27623,44.84476,45.67876,49.94619,26.51888,39.43660,21.69973,59.10947,33.75012,36.72630,31.96731,36.48282,36.02858,34.26308,33.10473,63.85959,48.79210,47.85512,44.06045,51.27827,58.17848,40.83617,48.98351,19.54917,41.28184,35.80436,52.12725,27.13955,41.38101,25.75513,20.35379,41.90209,40.77137,45.21761,44.05811,44.70990,32.99015,38.72844,33.34597,40.67366,50.20348,22.46732,24.75706,31.49799,46.48219
track_tld7_a0p5_02_e00132-f08,14,52.28465,17.31272,33.29013,8.15242,8.14301,6.94510,21.95446,21.53680,27.72045,26.57815,22.45709,22.52498,32.38269,24.02824,29.22225,34.31039,19.49187,21.31838,28.44027,17.51403,10.56281,12.61620,24.27173,27.19483,56.78663,8.49691,7.22574,16.94914,9.16933,26.51731,20.75193,31.04620,15.83111,18.43608,22.23128,9.70646,34.91478,26.86924,29.50273,12.10323,22.28667,26.61405,37.28424,18.52971,9.19514,14.10539,8.88460,22.59425,10.50644,10.38964,7.01064,14.30466,15.84106,11.95130,24.56056,25.18458,17.51998,8.82826,4.80962,16.87412,10.55845,8.52733,6.05100,3.32154,11.22163,14.24289
track_tld7_a0p5_02_e00132-f09,14,26.89246,48.19347,39.52393,26.93148,45.35381,22.23979,44.60508,26.26612,42.72672,42.90736,18.57340,13.64591,31.65006,44.36676,37.56831,40.29771,23.77839,22.06840,58.17848,43.77187,44.09829,37.29711,27.62293,27.99795,5.80987,13.55611,42.44815,32.49333,34.40926,34.02691,25.86482,28.22461,28.22027,39.86176,31.62780,31.94230,19.49763,31.86421,26.50079,31.29028,33.05785,21.75828,26.86844,33.03587,27.84109,28.43001,19.76993,11.44003,12.48404,49.01769,24.80016,24.05234,36.73612,29.68364,19.49945,28.23556,24.68992,26.76360,30.45830,30.27482,38.38020,5.17554,21.41709,21.33291,37.03835,33.47688
track_tld7_a1p0_00_e00000-f01,20,28.17851,33.69502,28.75595,24.47977,44.34589,36.76688,17.53558,36.19355,40.01934,21.49419,38.18569,37.43435,26.74419,23.01925,40.56915,27.49151,52.13896,36.92573,59.73787,42.11465,65.57159,57.49872,55.47330,39.57368,40.00904,37.07364,26.03650,34.63211,43.58521,44.87326,26.88256,28.80261,49.93027,40.38240,41.23219,20.90388,33.41542,23.39685,48.26344,27.95445,33.51735,35.41019,26.27348,37.56913,38.86440,21.12917,42.66082,48.81900,35.39303,35.69731,21.46440,25.91740,27.43191,35.38215,45.59947,37.19275,29.77341,31.13869,37.14683,46.88286,37.55403,54.80610,31.11115,24.19152,37.08404,44.54286
track_tld7_a1p0_00_e00000-f02,20,39.16894,35.89501,57.33474,35.39608,36.04473,37.53934,52.26172,37.81327,38.93735,63.28013,49.14653,41.14591,38.32101,60.01898,43.22136,36.30087,37.63939,60.65184,52.62059,50.77228,42.45275,36.38425,44.61597,44.12361,26.32921,47.61949,38.44418,21.61286,40.53138,40.52150,24.18056,52.98095,39.69898,40.82217,46.07914,39.86206,38.41891,46.45491,34.11627,29.02961,41.61025,48.55237,41.47075,41.38047,39.48394,38.46836,31.42336,58.69001,36.08816,27.44614,47.96928,47.14821,36.00266,39.14816,50.84951,35.00646,40.11328,48.25350,41.15065,33.70629,49.52125,43.69659,50.40752,31.54026,56.35563,48.62099
track_tld7_a1p0_00_e00000-f03,20,42.60534,40.46436,22.21525,38.40503,45.38550,33.88791,32.71104,41.94487,41.37299,32.51936,24.17113,38.96304,36.91976,32.54527,38.46689,47.71277,25.70965,40.84834,40.23384,43.01357,44.76728,24.27135,40.18957,25.25883,33.79736,35.00449,34.98219,46.03371,26.03011,48.18489,34.73797,29.97962,19.16940,33.62645,32.81520,39.76047,34.56672,35.06804,39.65490,39.82213,60.08106,28.28534,48.97107,24.36266,49.96483,30.89130,39.88404,59.47419,32.26664,29.21382,44.24932,51.06865,23.15061,21.71436,36.09087,14.77640,49.99335,37.22394,20.26194,32.43913,36.14289,29.63437,36.21358,22.49335,29.41928,36.30697
track_tld7_a1p0_00_e00000-f04,20,51.23024,27.03034,40.58213,31.00810,28.29016,56.40821,47.13395,29.13891,39.80113,11.66301,40.65669,41.83839,38.70511,40.35635,35.71100,43.00342,45.31670,24.76324,40.47092,40.29034,32.52848,34.13602,29.87846,48.84602,28.96588,28.49958,35.00501,31.41568,33.66575,31.82122,26.10988,43.89896,42.55504,21.35835,22.91837,39.67596,21.94477,37.67351,34.48254,36.11573,32.59020,21.20399,59.72541,29.78618,25.81509,39.79800,32.11433,27.00703,38.60310,42.15273,21.11699,27.76356,33.21547,33.37265,22.47068,41.16990,34.23713,56.40036,32.68448,42.11383,40.06656,44.93987,40.31637,50.97957,30.16842,31.13933
track_tld7_a1p0_00_e00000-f05,20,42.60418,58.55418,38.22718,27.16059,40.63708,51.34713,39.31514,28.31770,50.06298,40.22745,34.92601,36.08425,40.26544,31.69878,25.39583,32.97558,28.76720,38.17553,48.96267,24.30728,34.78406,39.01553,31.32352,45.78121,30.77260,14.20946,30.69736,51.49611,46.12653,53.82397,26.37000,36.25402,44.14502,26.38817,29.76372,36.57382,48.47542,36.84277,29.04587,42.16841,31.26926,47.43672,45.18507,29.40310,49.34630,46.15251,43.00018,44.77787,34.01116,36.26909,38.89759,32.80631,38.57032,40.57217,43.91575,28.04438,45.83733,38.46864,52.76889,37.02621,36.10624,39.51516,53.49939,43.09339,21.57934,46.89445
track_tld7_a1p0_00_e00000-f06,20,30.32042,35.21996,47.05907,36.62163,33.46338,22.41371,40.67123,35.04664,39.58881,30.24962,31.98484,21.04554,27.02758,35.74431,43.80596,41.48037,67.04183,50.13148,65.11410,51.56611,33.88393,29.56652,28.36461,27.04181,29.81527,22.52801,36.70358,40.78973,21.96688,49.34668,39.82549,51.38278,33.24842,25.81662,39.75809,36.16631,17.41735,54.69637,49.64032,33.97596,23.18026,38.17173,27.08992,37.41856,19.87108,37.36779,35.14417,18.46471,17.69670,21.05078,43.38954,40.96399,51.37539,27.43774,19.89762,30.95995,38.83619,37.30981,24.51189,23.91695,57.06809,23.99861,37.15059,31.57948,45.50984,46.46265
track_tld7_a1p0_00_e00000-f07,20,33.25275,19.92995,29.44517,44.34658,26.99620,23.07220,36.86036,15.78616,49.14122,23.40254,34.29638,27.00098,16.19918,41.91154,33.21582,17.96178,29.19163,34.32101,26.76687,17.14400,13.16332,25.48668,45.60911,31.29030,33.88847,31.64978,18.79703,42.23718,21.64256,9.80906,29.13630,9.72115,20.39142,33.49642,19.75611,30.14261,20.49073,28.65324,32.16949,32.84082,21.17286,15.53340,18.56382,37.92823,39.29969,27.49567,32.77315,35.65003,22.22182,15.99301,55.44757,30.30676,32.68161,28.07994,44.95996,30.87173,66.58798,20.84611,23.66157,37.80504,14.52831,29.88048,25.23731,14.03955,19.46103,30.30317
track_tld7_a1p0_00_e00000-f08,20,43.45651,64.46712,58.64702,36.66967,53.29461,25.09251,49.90633,68.19244,48.03337,28.77389,22.89113,53.63020,49.67222,33.14663,56.23511,55.11811,48.47863,22.11717,47.35853,45.86409,35.16427,64.07676,21.65882,57.95984,50.71896,34.42300,43.34708,25.90955,41.05182,45.07517,32.21688,41.12426,32.17296,40.40864,49.73143,35.79636,44.85430,30.06382,37.59666,20.53343,50.52344,40.37589,21.61617,68.80297,39.90901,46.22053,33.86299,40.20177,20.45675,39.07710,61.04607,29.35857,9.32293,23.66986,43.95560,37.43576,51.63667,30.26228,35.94965,41.72783,28.28838,28.17202,23.22422,53.37482,40.27720,29.29343
track_tld7_a1p0_00_e00000-f09,20,43.23821,28.30194,35.61494,43.79708,31.38570,27.09410,40.39345,30.39291,39.95289,34.98037,43.16515,12.79858,25.21355,30.58314,35.22612,44.52487,40.10877,56.29388,22.88056,42.14347,22.08980,28.43230,32.64861,39.15610,16.94304,39.13568,16.23167,32.10772,31.46032,23.09853,20.64939,33.56653,24.25585,33.50194,36.97091,36.74945,18.66916,30.96475,25.34856,27.04743,34.11840,39.80217,18.20562,16.87889,31.60016,33.56264,21.96359,35.30792,45.06041,46.70726,35.49339,22.01099,24.49013,30.00384,25.41885,30.10374,23.47291,31.22482,32.88336,23.58922,34.18013,39.54611,39.44413,18.31799,31.51206,14.19159
track_tld7_a1p0_00_e00066-f01,20,44.30695,31.98428,43.23200,25.55737,31.73696,29.59758,33.10886,25.38648,46.30427,31.78816,28.49724,39.56484,32.35416,46.76556,36.90687,48.36887,46.12116,36.90279,38.50455,52.30309,38.92524,30.82761,16.37995,50.26846,25.39898,21.44520,23.15468,32.00343,29.03609,32.21624,22.00455,18.28034,40.85378,22.43373,51.91342,27.66344,58.09815,13.73755,44.90974,37.30912,38.86856,37.02997,45.97380,7.66950,64.01817,22.06205,35.75040,33.06124,24.00826,32.86973,32.60112,27.86973,28.26576,43.65828,17.91397,37.51350,30.62335,29.60048,15.86611,33.41471,35.77794,53.52759,17.95575,24.70290,25.62671,39.87960
